cliente_id,telefone_id,numero,ddd,desde
CLI1034,TEL1034,97854-4219,85,2022-02-07
CLI1035,TEL1035,97730-9987,61,2023-01-02
CLI1036,TEL1036,97765-2659,71,2022-11-28
CLI1037,TEL1037,94872-9951,21,2025-12-21
CLI1038,TEL1038,92364-2663,71,2018-06-12
CLI1039,TEL1039,92448-1478,41,2024-09-03
CLI1040,TEL1040,97218-1965,81,2019-02-21
CLI1041,TEL1041,95487-9786,71,2020-06-04
CLI1042,TEL1042,97334-5507,41,2018-08-02
CLI1043,TEL1043,95879-8242,71,2024-06-01
CLI1044,TEL1044,93694-7366,51,2025-11-29
CLI1045,TEL1045,98536-3272,51,2018-07-01
CLI1046,TEL1046,92309-2799,31,2021-09-10
CLI1047,TEL1047,98539-2448,71,2025-05-12
CLI1048,TEL1048,96384-4615,21,2022-05-13
CLI1049,TEL1049,91451-2861,71,2024-08-01
CLI1050,TEL1050,91555-2332,41,2025-03-14
CLI1051,TEL1051,97869-8897,41,2019-05-14
CLI1052,TEL1052,99937-5346,21,2024-06-22
CLI1053,TEL1053,94547-1617,21,2018-04-05
CLI1054,TEL1054,92360-1408,11,2024-03-29
CLI1055,TEL1055,93466-9677,85,2021-05-31
CLI1056,TEL1056,91540-2185,11,2025-11-14
CLI1057,TEL1057,95224-9223,61,2023-11-08
CLI1058,TEL1058,94235-2223,71,2022-02-18
CLI1059,TEL1059,92633-4365,85,2022-05-27
CLI1060,TEL1060,92620-2415,81,2023-02-01
CLI1061,TEL1061,91265-3217,51,2024-10-23
CLI1062,TEL1062,95740-2507,21,2024-09-18
CLI1063,TEL1063,93239-8939,21,2018-01-21
CLI1064,TEL1064,97037-9042,71,2025-02-12
CLI1065,TEL1065,92305-1614,81,2022-01-29
CLI1066,TEL1066,95690-3774,41,2018-04-04
CLI1067,TEL1067,92247-4890,21,2019-12-08
CLI1068,TEL1068,98099-4039,71,2024-06-25
CLI1069,TEL1069,96523-3739,61,2023-07-27
CLI1070,TEL1070,91033-3276,61,2023-06-08
CLI1071,TEL1071,99893-5520,85,2025-07-16
CLI1072,TEL1072,99301-4619,11,2021-06-25
CLI1073,TEL1073,98089-8396,61,2019-08-04
CLI1074,TEL1074,95853-3386,31,2018-10-02
CLI1075,TEL1075,93183-6924,71,2020-01-25
CLI1076,TEL1076,98805-1369,11,2018-08-21
CLI1077,TEL1077,91083-7194,85,2025-01-12
CLI1078,TEL1078,98292-2681,11,2023-04-17
CLI1079,TEL1079,95455-2643,81,2018-02-01
CLI1080,TEL1080,94148-9216,21,2020-11-26
CLI1081,TEL1081,94757-3340,85,2023-08-29
CLI1082,TEL1082,91215-9782,51,2020-11-15
CLI1083,TEL1083,95868-1523,11,2025-02-24
CLI1084,TEL1084,92897-4738,61,2025-01-21
CLI1085,TEL1085,96685-1486,61,2020-04-02
CLI1086,TEL1086,93698-9693,31,2022-09-21
CLI1087,TEL1087,96888-9017,85,2025-06-02
CLI1088,TEL1088,99854-1281,21,2018-04-05
CLI1089,TEL1089,94974-5936,21,2020-07-23
CLI1090,TEL1090,92566-5303,51,2018-07-02
CLI1091,TEL1091,91596-3871,21,2025-06-20
CLI1092,TEL1092,94658-1369,71,2018-11-22
CLI1093,TEL1093,94724-8612,85,2023-03-08
CLI1094,TEL1094,98284-5105,41,2020-05-20
CLI1095,TEL1095,96438-6294,61,2025-03-23
CLI1096,TEL1096,99924-5558,31,2025-05-18
CLI1097,TEL1097,91800-5883,61,2024-11-01
CLI1098,TEL1098,97181-2092,11,2025-11-20
CLI1099,TEL1099,98411-5478,61,2018-09-18
CLI1100,TEL1100,98277-7789,21,2025-04-09
CLI1101,TEL1101,91959-3293,61,2023-05-26
CLI1102,TEL1102,97528-3633,71,2022-03-31
CLI1103,TEL1103,93954-6293,11,2020-04-15
CLI1104,TEL1104,95104-3852,41,2024-07-16
CLI1105,TEL1105,98444-3064,51,2022-11-25
CLI1106,TEL1106,92769-6367,85,2025-11-14
CLI1107,TEL1107,91471-7294,31,2020-11-08
CLI1108,TEL1108,95547-3695,61,2022-09-05
CLI1109,TEL1109,96536-5769,61,2022-07-05
CLI1110,TEL1110,93282-9607,71,2025-09-04
CLI1111,TEL1111,98128-7427,31,2019-10-10
CLI1112,TEL1112,95841-3571,31,2019-11-20
CLI1113,TEL1113,98602-9873,31,2023-02-15
CLI1114,TEL1114,97653-7266,41,2020-03-24
CLI1115,TEL1115,91540-4529,21,2020-03-22
CLI1116,TEL1116,95949-9710,61,2018-11-11
CLI1117,TEL1117,91798-2740,41,2025-09-24
CLI1118,TEL1118,99018-8982,21,2021-11-17
CLI1119,TEL1119,94011-6596,71,2022-02-27
CLI1120,TEL1120,97169-5600,81,2022-03-18
CLI1121,TEL1121,96064-1040,81,2020-03-29
CLI1122,TEL1122,94558-3239,41,2025-08-10
CLI1123,TEL1123,99756-2236,51,2021-10-14
CLI1124,TEL1124,95015-8273,11,2022-03-20
CLI1125,TEL1125,94208-2710,21,2019-04-28
CLI1126,TEL1126,98012-6570,11,2020-01-19
CLI1127,TEL1127,92096-3048,11,2021-10-15
CLI1128,TEL1128,98811-9969,11,2021-03-08
CLI1129,TEL1129,93163-5028,21,2019-03-07
CLI1130,TEL1130,98238-1393,71,2025-02-28
CLI1131,TEL1131,95031-3219,31,2024-10-07
CLI1132,TEL1132,93544-2173,31,2019-11-11
CLI1133,TEL1133,97023-7784,41,2021-07-11
CLI1134,TEL1134,96104-4154,11,2018-07-18
CLI1135,TEL1135,95024-9812,31,2025-02-28
CLI1136,TEL1136,95254-8165,61,2021-07-06
CLI1137,TEL1137,93077-8843,85,2021-07-10
CLI1138,TEL1138,94304-9141,71,2025-10-31
CLI1139,TEL1139,93284-1675,21,2019-03-02
CLI1140,TEL1140,96785-3681,71,2018-10-08
CLI1141,TEL1141,97042-2042,31,2018-10-08
CLI1142,TEL1142,94614-5078,81,2021-10-10
CLI1143,TEL1143,98688-7729,51,2021-11-17
CLI1144,TEL1144,93617-3698,51,2023-08-14
CLI1145,TEL1145,91355-6027,71,2024-12-16
CLI1146,TEL1146,93123-7861,61,2020-02-21
CLI1147,TEL1147,97909-3070,81,2025-02-04
CLI1148,TEL1148,96235-1356,81,2023-09-19
CLI1149,TEL1149,92195-3146,21,2025-08-18
CLI1150,TEL1150,94048-3414,41,2021-11-09
CLI1151,TEL1151,95700-6650,81,2023-06-28
CLI1152,TEL1152,95772-1850,81,2020-01-09
CLI1153,TEL1153,93194-2533,51,2023-01-28
CLI1154,TEL1154,93556-1919,51,2020-08-02
CLI1155,TEL1155,98295-1192,71,2024-04-26
CLI1156,TEL1156,99523-7985,41,2019-06-26
CLI1157,TEL1157,91443-1802,85,2020-01-12
CLI1158,TEL1158,99898-4334,41,2022-09-01
CLI1159,TEL1159,97242-1375,85,2024-10-31
CLI1160,TEL1160,97245-1142,61,2021-02-25
CLI1161,TEL1161,93180-1393,85,2024-02-03
CLI1162,TEL1162,92863-4076,31,2024-08-17
CLI1163,TEL1163,94525-7130,11,2021-11-27
CLI1164,TEL1164,95780-7414,21,2023-09-26
CLI1165,TEL1165,99861-1799,41,2021-10-17
CLI1166,TEL1166,95683-5182,21,2021-05-30
CLI1167,TEL1167,96710-7646,71,2019-08-17
CLI1168,TEL1168,94128-9559,21,2020-02-16
CLI1169,TEL1169,98505-6238,61,2025-04-14
CLI1170,TEL1170,92689-7607,85,2018-04-30
CLI1171,TEL1171,98385-9993,51,2024-09-19
CLI1172,TEL1172,92682-7632,85,2019-03-05
CLI1173,TEL1173,92748-6993,85,2023-09-17
CLI1174,TEL1174,92395-8700,71,2019-03-18
CLI1175,TEL1175,93618-7780,21,2020-07-23
CLI1176,TEL1176,96453-9786,41,2020-07-26
CLI1177,TEL1177,92097-6697,71,2020-06-24
CLI1178,TEL1178,95045-6975,41,2019-08-21
CLI1179,TEL1179,97556-3326,21,2024-09-16
CLI1180,TEL1180,96410-9837,51,2019-02-10
CLI1181,TEL1181,91070-4316,11,2021-10-19
CLI1182,TEL1182,93928-8847,71,2019-05-25
CLI1183,TEL1183,92003-3696,61,2024-03-29
CLI1184,TEL1184,94908-1072,85,2023-02-07
CLI1185,TEL1185,98731-3049,11,2024-10-06
CLI1186,TEL1186,98926-8784,81,2023-05-12
CLI1187,TEL1187,96227-3101,81,2020-11-18
CLI1188,TEL1188,92007-1141,81,2021-01-02
CLI1189,TEL1189,95565-3307,41,2018-05-06
CLI1190,TEL1190,96714-8920,81,2025-07-28
CLI1191,TEL1191,92971-8778,21,2025-11-28
CLI1192,TEL1192,97533-7596,81,2019-03-13
CLI1193,TEL1193,99585-4842,41,2024-01-21
CLI1194,TEL1194,93495-3645,51,2022-11-26
CLI1195,TEL1195,94281-3986,31,2024-08-08
CLI1196,TEL1196,94995-1217,81,2020-07-15
CLI1197,TEL1197,97903-1820,21,2025-10-03
CLI1198,TEL1198,92353-6386,11,2023-05-23
CLI1199,TEL1199,97865-1146,11,2020-09-11
CLI1200,TEL1200,94423-5286,81,2025-09-10
CLI1201,TEL1201,95735-9316,85,2020-07-17
CLI1202,TEL1202,94062-2766,51,2021-05-31
CLI1203,TEL1203,97298-4972,85,2025-12-06
CLI1204,TEL1204,91375-4402,21,2022-01-24
CLI1205,TEL1205,96977-3396,85,2025-01-02
CLI1206,TEL1206,93727-9160,31,2025-10-29
CLI1207,TEL1207,91340-9947,71,2022-06-13
CLI1208,TEL1208,91286-6236,21,2023-08-17
CLI1209,TEL1209,93346-9118,21,2022-09-10
CLI1210,TEL1210,94841-6247,71,2024-02-05
CLI1211,TEL1211,91210-2464,11,2020-12-07
CLI1212,TEL1212,94846-2080,85,2025-04-05
CLI1213,TEL1213,99711-1734,31,2025-04-24
CLI1214,TEL1214,99908-3944,11,2023-02-23
CLI1215,TEL1215,98266-7834,71,2019-03-22
CLI1216,TEL1216,99745-1405,85,2018-06-14
CLI1217,TEL1217,99518-2094,61,2019-12-31
CLI1218,TEL1218,98503-1061,61,2021-12-17
CLI1219,TEL1219,99986-4474,41,2024-02-27
CLI1220,TEL1220,99254-5754,31,2019-12-08
CLI1221,TEL1221,94813-8772,71,2020-03-09
CLI1222,TEL1222,97644-8959,71,2023-12-29
CLI1223,TEL1223,93052-9696,85,2022-04-18
CLI1224,TEL1224,99617-6857,11,2023-04-28
CLI1225,TEL1225,97578-3816,31,2018-05-10
CLI1226,TEL1226,99435-1183,41,2019-12-13
CLI1227,TEL1227,93769-4068,85,2019-05-23
CLI1228,TEL1228,94962-6209,85,2023-04-01
CLI1229,TEL1229,98868-8616,31,2022-12-24
CLI1230,TEL1230,91408-9995,41,2021-11-07
CLI1231,TEL1231,91480-2186,51,2022-06-29
CLI1232,TEL1232,94087-2146,31,2018-12-19
CLI1233,TEL1233,99755-9730,81,2022-12-25
CLI1234,TEL1234,91918-6915,11,2022-11-02
CLI1235,TEL1235,99566-8327,85,2023-03-10
CLI1236,TEL1236,94816-1272,31,2022-07-28
CLI1237,TEL1237,96568-1216,21,2024-10-12
CLI1238,TEL1238,95509-3800,11,2021-02-17
CLI1239,TEL1239,94097-7685,41,2025-08-30
CLI1240,TEL1240,93754-1685,11,2020-05-14
CLI1241,TEL1241,95287-3830,71,2024-06-26
CLI1242,TEL1242,98392-6955,41,2019-12-10
CLI1243,TEL1243,95539-5998,71,2023-05-05
CLI1244,TEL1244,97232-9892,81,2025-06-19
CLI1245,TEL1245,97105-4585,51,2019-09-09
CLI1246,TEL1246,99994-9789,71,2022-02-09
CLI1247,TEL1247,99301-4248,51,2025-11-13
CLI1248,TEL1248,98028-3621,71,2020-12-14
CLI1249,TEL1249,99480-6131,41,2025-04-13
CLI1250,TEL1250,99593-8716,11,2022-02-05
CLI1251,TEL1251,94578-5125,51,2024-01-23
CLI1252,TEL1252,91518-6833,11,2022-01-07
CLI1253,TEL1253,93865-9716,51,2023-07-27
CLI1254,TEL1254,94228-5593,31,2018-03-16
CLI1255,TEL1255,98320-4723,81,2021-11-19
CLI1256,TEL1256,91078-4959,85,2019-11-14
CLI1257,TEL1257,96753-2801,61,2023-12-31
CLI1258,TEL1258,96627-1379,31,2023-06-08
CLI1259,TEL1259,92060-3281,81,2021-10-02
CLI1260,TEL1260,99052-6416,41,2023-04-20
CLI1261,TEL1261,91478-5501,31,2021-11-03
CLI1262,TEL1262,93441-8112,71,2019-12-12
CLI1263,TEL1263,99124-4660,85,2023-01-16
CLI1264,TEL1264,95252-8067,11,2023-10-07
CLI1265,TEL1265,92284-8809,51,2023-11-23
CLI1266,TEL1266,91512-7846,31,2022-08-28
CLI1267,TEL1267,94273-5054,81,2024-07-24
CLI1268,TEL1268,96201-8792,61,2025-09-01
CLI1269,TEL1269,93847-7951,11,2025-08-23
CLI1270,TEL1270,97426-3617,11,2019-02-21
CLI1271,TEL1271,98069-4940,11,2021-03-23
CLI1272,TEL1272,98140-9094,11,2023-08-28
CLI1273,TEL1273,99844-3340,31,2025-05-16
CLI1274,TEL1274,93838-4527,51,2021-03-20
CLI1275,TEL1275,99693-1630,51,2025-05-14
CLI1276,TEL1276,91936-3379,61,2025-06-27
CLI1277,TEL1277,93371-3878,41,2018-09-08
CLI1278,TEL1278,97079-8234,71,2020-12-22
CLI1279,TEL1279,96426-5797,11,2022-09-03
CLI1280,TEL1280,99541-4327,51,2025-01-12
CLI1281,TEL1281,91624-3568,81,2020-09-11
CLI1282,TEL1282,91258-7684,31,2021-01-15
CLI1283,TEL1283,97386-6566,21,2018-12-19
CLI1284,TEL1284,93314-2366,11,2020-03-08
CLI1285,TEL1285,93549-3567,21,2024-02-10
CLI1286,TEL1286,96279-8252,41,2020-01-14
CLI1287,TEL1287,96881-3243,85,2025-03-08
CLI1288,TEL1288,96673-2326,61,2018-11-20
CLI1289,TEL1289,91837-1169,31,2019-04-24
CLI1290,TEL1290,94998-9099,85,2023-03-12
CLI1291,TEL1291,91905-3786,61,2021-09-03
CLI1292,TEL1292,91778-5459,11,2019-11-05
CLI1293,TEL1293,96701-5875,21,2020-03-26
CLI1294,TEL1294,92577-1731,21,2023-09-30
CLI1295,TEL1295,96137-2640,41,2018-11-18
CLI1296,TEL1296,96087-3616,31,2021-12-17
CLI1297,TEL1297,93769-6925,41,2024-07-24
CLI1298,TEL1298,92258-7336,85,2019-10-08
CLI1299,TEL1299,94892-9805,21,2018-03-15
CLI1300,TEL1300,98632-9360,51,2018-02-23
CLI1301,TEL1301,91700-1379,61,2022-06-11
CLI1302,TEL1302,98764-1144,81,2019-09-10
CLI1303,TEL1303,91451-9734,61,2021-06-03
CLI1304,TEL1304,97083-2325,21,2021-11-02
CLI1305,TEL1305,96927-5252,61,2024-07-18
CLI1306,TEL1306,96544-7381,21,2024-11-30
CLI1307,TEL1307,94871-8195,81,2025-12-12
CLI1308,TEL1308,93316-7973,41,2024-02-14
CLI1309,TEL1309,97253-8219,85,2019-03-09
CLI1310,TEL1310,98516-2612,41,2020-08-22
CLI1311,TEL1311,93717-3290,41,2022-05-30
CLI1312,TEL1312,95946-5868,71,2021-09-21
CLI1313,TEL1313,91013-5863,21,2023-05-02
CLI1314,TEL1314,93852-2675,61,2025-02-19
CLI1315,TEL1315,97500-9714,71,2022-10-16
CLI1316,TEL1316,97361-6131,71,2024-04-17
CLI1317,TEL1317,91357-4546,71,2022-03-12
CLI1318,TEL1318,94602-8969,41,2024-10-28
CLI1319,TEL1319,93967-3375,21,2019-03-13
CLI1320,TEL1320,94654-5590,21,2021-09-16
CLI1321,TEL1321,92543-2342,85,2024-12-16
CLI1322,TEL1322,98861-3032,85,2022-02-04
CLI1323,TEL1323,97561-1875,81,2023-02-02
CLI1324,TEL1324,95129-8816,51,2018-01-07
CLI1325,TEL1325,93641-3208,21,2023-04-18
CLI1326,TEL1326,96500-7840,61,2023-04-24
CLI1327,TEL1327,91154-8088,21,2018-05-15
CLI1328,TEL1328,92551-7683,41,2022-07-03
CLI1329,TEL1329,96773-8350,31,2023-02-04
CLI1330,TEL1330,97725-4570,81,2019-07-27
CLI1331,TEL1331,99610-1877,71,2025-04-27
CLI1332,TEL1332,91212-9185,21,2022-09-09
CLI1333,TEL1333,92882-7373,41,2023-09-21
CLI1334,TEL1334,92259-8703,85,2022-01-22
CLI1335,TEL1335,96086-1922,41,2019-04-13
CLI1336,TEL1336,97087-9452,61,2020-03-10
CLI1337,TEL1337,99981-3026,31,2023-11-21
CLI1338,TEL1338,93383-6278,61,2025-04-02
CLI1339,TEL1339,94018-6286,85,2024-06-13
CLI1340,TEL1340,92741-3985,41,2023-02-16
CLI1341,TEL1341,95278-6865,51,2024-09-18
CLI1342,TEL1342,94829-2537,61,2019-03-01
CLI1343,TEL1343,91142-8705,71,2023-07-22
CLI1344,TEL1344,98022-6011,61,2025-03-15
CLI1345,TEL1345,93880-2763,81,2020-02-12
CLI1346,TEL1346,97857-7561,85,2025-05-23
CLI1347,TEL1347,98708-4147,71,2022-06-30
CLI1348,TEL1348,94708-5812,11,2019-05-20
CLI1349,TEL1349,93797-5429,21,2019-07-25
CLI1350,TEL1350,97746-5024,31,2018-11-10
CLI1351,TEL1351,92542-9917,21,2018-06-18
CLI1352,TEL1352,95435-3544,11,2022-03-14
CLI1353,TEL1353,96040-8196,71,2025-11-30
CLI1354,TEL1354,97976-2067,61,2021-09-24
CLI1355,TEL1355,95669-2688,51,2021-06-21
CLI1356,TEL1356,92064-4154,81,2020-04-14
CLI1357,TEL1357,96321-2529,11,2025-03-11
CLI1358,TEL1358,91445-4270,61,2025-09-10
CLI1359,TEL1359,93874-1577,31,2018-04-18
CLI1360,TEL1360,97937-3838,31,2020-05-27
CLI1361,TEL1361,92528-5096,21,2025-02-09
CLI1362,TEL1362,91266-4776,51,2023-10-17
CLI1363,TEL1363,95817-1036,71,2019-12-24
CLI1364,TEL1364,94134-4302,51,2021-07-11
CLI1365,TEL1365,95216-4419,81,2023-12-04
CLI1366,TEL1366,95168-1610,85,2019-08-13
CLI1367,TEL1367,95081-3893,71,2020-12-10
CLI1368,TEL1368,98368-5407,41,2023-05-01
CLI1369,TEL1369,99569-7114,51,2021-11-10
CLI1370,TEL1370,97913-5642,61,2024-03-13
CLI1371,TEL1371,97633-6376,11,2019-08-19
CLI1372,TEL1372,91074-1616,61,2018-01-05
CLI1373,TEL1373,94477-5501,51,2020-02-21
CLI1374,TEL1374,98040-8372,85,2025-06-24
CLI1375,TEL1375,98496-1364,71,2025-08-15
CLI1376,TEL1376,92344-2323,11,2021-11-13
CLI1377,TEL1377,92681-6516,71,2020-03-16
CLI1378,TEL1378,91000-6549,21,2019-11-05
CLI1379,TEL1379,97297-9051,51,2023-03-31
CLI1380,TEL1380,97028-8126,85,2024-11-18
CLI1381,TEL1381,96490-7700,71,2025-02-05
CLI1382,TEL1382,93223-5330,31,2022-09-16
CLI1383,TEL1383,93749-6425,81,2018-11-30
CLI1384,TEL1384,94943-9829,61,2022-03-20
CLI1385,TEL1385,95929-9424,21,2024-10-26
CLI1386,TEL1386,95005-7671,85,2025-07-30
CLI1387,TEL1387,99391-6747,41,2023-06-24
CLI1388,TEL1388,98197-9999,71,2023-07-31
CLI1389,TEL1389,91025-5816,85,2021-07-31
CLI1390,TEL1390,99588-7161,81,2024-08-28
CLI1391,TEL1391,91845-4183,71,2020-05-01
CLI1392,TEL1392,95229-7602,85,2021-03-30
CLI1393,TEL1393,99801-2178,31,2022-12-20
CLI1394,TEL1394,92454-8811,11,2025-07-27
CLI1395,TEL1395,96854-8552,81,2018-08-18
CLI1396,TEL1396,97359-5014,71,2021-08-09
CLI1397,TEL1397,99001-9124,51,2022-10-15
CLI1398,TEL1398,95699-4922,51,2019-04-22
CLI1399,TEL1399,96802-4117,81,2019-11-19
CLI1400,TEL1400,94932-8802,71,2020-07-31
CLI1401,TEL1401,95344-3462,11,2020-09-13
CLI1402,TEL1402,96048-8293,61,2022-01-31
CLI1403,TEL1403,94402-4407,11,2018-11-13
CLI1404,TEL1404,95550-1548,71,2025-11-11
CLI1405,TEL1405,95759-5315,61,2022-06-17
CLI1406,TEL1406,96987-5030,61,2020-11-19
CLI1407,TEL1407,98042-1522,11,2024-06-07
CLI1408,TEL1408,92289-2149,11,2020-03-04
CLI1409,TEL1409,97904-2274,21,2025-02-13
CLI1410,TEL1410,96150-2316,21,2020-09-24
CLI1411,TEL1411,98337-5533,71,2019-12-18
CLI1412,TEL1412,97964-2523,85,2023-12-26
CLI1413,TEL1413,95598-8562,71,2023-12-16
CLI1414,TEL1414,91259-7109,31,2019-05-02
CLI1415,TEL1415,91274-9630,21,2025-08-07
CLI1416,TEL1416,91059-3956,31,2022-05-20
CLI1417,TEL1417,98883-4964,85,2021-01-31
CLI1418,TEL1418,96809-2101,41,2022-07-29
CLI1419,TEL1419,98938-6038,81,2019-08-07
CLI1420,TEL1420,95150-8434,85,2022-12-19
CLI1421,TEL1421,93100-1043,41,2022-10-26
CLI1422,TEL1422,94701-9266,81,2023-06-06
CLI1423,TEL1423,97776-6080,81,2024-05-09
CLI1424,TEL1424,97004-2250,85,2025-12-16
CLI1425,TEL1425,97125-4204,51,2025-10-14
CLI1426,TEL1426,99638-9814,61,2023-08-24
CLI1427,TEL1427,96371-6631,11,2019-12-30
CLI1428,TEL1428,97145-6411,61,2018-02-28
CLI1429,TEL1429,93913-4524,85,2021-12-03
CLI1430,TEL1430,92502-9974,11,2018-09-08
CLI1431,TEL1431,97310-4097,51,2025-06-24
CLI1432,TEL1432,97061-8590,41,2021-06-01
CLI1433,TEL1433,99437-6151,31,2020-08-01
CLI1434,TEL1434,97579-2443,41,2021-06-22
CLI1435,TEL1435,94207-1884,21,2020-07-30
CLI1436,TEL1436,95863-1168,81,2018-12-20
CLI1437,TEL1437,97672-6907,85,2024-09-22
CLI1438,TEL1438,94889-6004,61,2023-03-06
CLI1439,TEL1439,92610-3316,71,2022-05-03
CLI1440,TEL1440,96026-2344,21,2021-04-09
CLI1441,TEL1441,92528-1282,11,2020-02-20
CLI1442,TEL1442,93195-3023,71,2020-11-28
CLI1443,TEL1443,93489-2371,81,2018-03-17
CLI1444,TEL1444,97249-3392,11,2020-06-30
CLI1445,TEL1445,92414-1063,11,2019-06-07
CLI1446,TEL1446,99065-3121,31,2021-04-24
CLI1447,TEL1447,91499-1763,81,2022-05-02
CLI1448,TEL1448,93110-5162,41,2025-10-23
CLI1449,TEL1449,92447-5837,61,2020-07-14
CLI1450,TEL1450,93415-9454,71,2024-03-27
CLI1451,TEL1451,93842-3980,51,2022-04-12
CLI1452,TEL1452,98816-5317,81,2022-10-24
CLI1453,TEL1453,91682-1381,51,2018-05-06
CLI1454,TEL1454,99274-6414,71,2021-11-12
CLI1455,TEL1455,96394-6806,71,2022-08-15
CLI1456,TEL1456,99697-9333,85,2024-04-29
CLI1457,TEL1457,94893-2213,41,2022-02-13
CLI1458,TEL1458,91377-2444,21,2024-10-31
CLI1459,TEL1459,98896-5539,81,2022-06-16
CLI1460,TEL1460,96394-2986,51,2023-08-20
CLI1461,TEL1461,93760-5748,51,2023-09-19
CLI1462,TEL1462,91782-6925,41,2019-12-30
CLI1463,TEL1463,96872-2523,71,2020-02-25
CLI1464,TEL1464,96429-4621,31,2022-11-29
CLI1465,TEL1465,95191-9364,85,2022-04-22
CLI1466,TEL1466,97225-3445,31,2021-03-08
CLI1467,TEL1467,99610-3699,85,2019-02-04
CLI1468,TEL1468,97119-4435,11,2021-12-10
CLI1469,TEL1469,95882-7920,81,2019-06-27
CLI1470,TEL1470,95563-6307,85,2025-12-06
CLI1471,TEL1471,98781-6484,31,2022-08-02
CLI1472,TEL1472,98824-6281,61,2024-08-14
CLI1473,TEL1473,99004-5498,85,2020-09-29
CLI1474,TEL1474,95769-9627,71,2023-12-13
CLI1475,TEL1475,92930-9077,71,2020-04-30
CLI1476,TEL1476,96826-6214,21,2023-09-16
CLI1477,TEL1477,92828-7607,81,2023-03-13
CLI1478,TEL1478,94384-6750,85,2018-09-26
CLI1479,TEL1479,91616-2406,61,2021-04-03
CLI1480,TEL1480,95600-3368,31,2024-07-10
CLI1481,TEL1481,96002-3742,81,2021-08-05
CLI1482,TEL1482,95162-8141,11,2025-12-29
CLI1483,TEL1483,94220-5915,85,2020-12-22
CLI1484,TEL1484,97139-9634,71,2022-08-11
CLI1485,TEL1485,95465-7829,11,2018-12-20
CLI1486,TEL1486,91670-8166,81,2021-04-04
CLI1487,TEL1487,99122-3228,11,2024-10-04
CLI1488,TEL1488,92031-2754,31,2025-04-16
CLI1489,TEL1489,93515-9213,61,2024-05-22
CLI1490,TEL1490,96258-4563,85,2019-03-18
CLI1491,TEL1491,96243-9995,31,2020-08-06
CLI1492,TEL1492,94564-7074,71,2025-02-19
CLI1493,TEL1493,91041-8304,85,2020-04-05
CLI1494,TEL1494,92639-9271,21,2024-06-17
CLI1495,TEL1495,95543-5897,21,2021-06-22
CLI1496,TEL1496,92643-8036,51,2022-06-14
CLI1497,TEL1497,98796-5458,81,2020-06-23
CLI1498,TEL1498,91601-8887,11,2021-10-25
CLI1499,TEL1499,96012-4647,71,2023-05-27
CLI1500,TEL1500,97726-3862,31,2022-04-27
