cliente_id,rg_id,numero,desde
CLI1270,RG1270,25908597,2020-12-14
CLI1271,RG1271,86640998,2024-08-18
CLI1272,RG1272,90223665,2022-11-13
CLI1273,RG1273,54282473,2025-04-06
CLI1274,RG1274,40543125,2021-11-11
CLI1275,RG1275,81271728,2019-08-29
CLI1276,RG1276,98257644,2023-08-23
CLI1277,RG1277,49967346,2023-02-01
CLI1278,RG1278,27785811,2018-01-22
CLI1279,RG1279,91823674,2023-03-23
CLI1280,RG1280,44730286,2019-04-18
CLI1281,RG1281,59997735,2020-02-10
CLI1282,RG1282,96237148,2023-08-31
CLI1283,RG1283,72773560,2024-01-17
CLI1284,RG1284,78348181,2021-06-06
CLI1285,RG1285,40680563,2022-06-06
CLI1286,RG1286,86128309,2023-06-25
CLI1287,RG1287,74967606,2020-02-13
CLI1288,RG1288,10131375,2023-03-21
CLI1289,RG1289,44130969,2024-02-03
CLI1290,RG1290,96731757,2022-12-20
CLI1291,RG1291,51564356,2018-05-05
CLI1292,RG1292,63230861,2021-06-16
CLI1293,RG1293,64772502,2018-08-29
CLI1294,RG1294,66903502,2024-02-01
CLI1295,RG1295,33155666,2022-06-01
CLI1296,RG1296,18067349,2024-05-26
CLI1297,RG1297,81862479,2018-01-01
CLI1298,RG1298,83843003,2020-03-17
CLI1299,RG1299,65745443,2019-04-20
CLI1300,RG1300,61053150,2018-11-28
CLI1301,RG1301,74712102,2018-07-13
CLI1302,RG1302,23384614,2020-10-09
CLI1303,RG1303,46103797,2025-02-02
CLI1304,RG1304,71576114,2023-05-26
CLI1305,RG1305,45545068,2019-10-20
CLI1306,RG1306,92790229,2024-03-22
CLI1307,RG1307,67416478,2019-10-20
CLI1308,RG1308,77246547,2018-11-04
CLI1309,RG1309,24301134,2025-07-17
CLI1310,RG1310,58782294,2022-07-22
CLI1311,RG1311,48452777,2025-11-27
CLI1312,RG1312,61107527,2023-08-14
CLI1313,RG1313,66943605,2018-10-15
CLI1314,RG1314,22987218,2023-03-31
CLI1315,RG1315,40435778,2023-07-26
CLI1316,RG1316,74316841,2024-08-13
CLI1317,RG1317,78520004,2021-09-06
CLI1318,RG1318,13799276,2018-09-23
CLI1319,RG1319,20570710,2023-12-21
CLI1320,RG1320,17737798,2024-12-28
CLI1321,RG1321,60616239,2024-01-07
CLI1322,RG1322,78929256,2024-06-17
CLI1323,RG1323,82004262,2024-08-29
CLI1324,RG1324,92251573,2019-05-20
CLI1325,RG1325,90566532,2023-01-22
CLI1326,RG1326,47468133,2023-05-24
CLI1327,RG1327,93189631,2022-03-24
CLI1328,RG1328,52061564,2025-01-21
CLI1329,RG1329,90044457,2022-06-02
CLI1330,RG1330,66177153,2018-12-20
CLI1331,RG1331,21902422,2021-12-04
CLI1332,RG1332,16356704,2018-02-01
CLI1333,RG1333,35303414,2024-03-18
CLI1334,RG1334,26177844,2020-02-26
CLI1335,RG1335,14916524,2018-11-08
CLI1336,RG1336,57950242,2025-01-17
CLI1337,RG1337,66518812,2020-08-12
CLI1338,RG1338,39236279,2021-05-26
CLI1339,RG1339,46551388,2020-11-28
CLI1340,RG1340,66501883,2020-06-23
CLI1341,RG1341,82746008,2021-10-01
CLI1342,RG1342,84471877,2018-05-04
CLI1343,RG1343,17076128,2020-05-02
CLI1344,RG1344,93451534,2024-06-24
CLI1345,RG1345,94508548,2022-05-24
CLI1346,RG1346,97355671,2019-12-20
CLI1347,RG1347,38963196,2021-05-14
CLI1348,RG1348,28265078,2020-01-10
CLI1349,RG1349,27797823,2019-10-13
CLI1350,RG1350,40807548,2023-04-06
CLI1351,RG1351,51966025,2021-06-06
CLI1352,RG1352,46031484,2018-05-07
CLI1353,RG1353,59372757,2021-12-06
CLI1354,RG1354,99698735,2018-10-19
CLI1355,RG1355,92233671,2018-07-11
CLI1356,RG1356,93348828,2018-01-02
CLI1357,RG1357,95401061,2020-04-02
CLI1358,RG1358,20213068,2022-07-25
CLI1359,RG1359,45858655,2023-10-15
CLI1360,RG1360,61218112,2018-07-26
CLI1361,RG1361,41099966,2018-01-19
CLI1362,RG1362,82714596,2024-04-23
CLI1363,RG1363,94681467,2025-07-21
CLI1364,RG1364,35208863,2021-05-20
CLI1365,RG1365,91135680,2023-09-30
CLI1366,RG1366,80707260,2021-05-22
CLI1367,RG1367,48650694,2023-02-23
CLI1368,RG1368,54260904,2021-02-22
CLI1369,RG1369,56626718,2022-01-01
CLI1370,RG1370,86412598,2023-02-24
CLI1371,RG1371,22901830,2022-09-18
CLI1372,RG1372,83745651,2025-01-28
CLI1373,RG1373,78271020,2022-11-15
CLI1374,RG1374,60639183,2025-09-28
CLI1375,RG1375,12201320,2018-03-27
CLI1376,RG1376,45012338,2024-09-10
CLI1377,RG1377,80276331,2018-07-18
CLI1378,RG1378,68000193,2025-10-06
CLI1379,RG1379,12684730,2020-04-25
CLI1380,RG1380,48129457,2020-01-31
CLI1381,RG1381,53514076,2025-05-23
CLI1382,RG1382,56057576,2019-03-26
CLI1383,RG1383,73300954,2025-01-30
CLI1384,RG1384,27455427,2020-01-22
CLI1385,RG1385,33143117,2024-07-26
CLI1386,RG1386,43469627,2020-02-23
CLI1387,RG1387,61722494,2018-06-14
CLI1388,RG1388,20665796,2019-09-30
CLI1389,RG1389,91925144,2019-12-12
CLI1390,RG1390,75729850,2023-09-19
CLI1391,RG1391,53962735,2018-01-02
CLI1392,RG1392,47749932,2019-01-26
CLI1393,RG1393,42830348,2018-03-25
CLI1394,RG1394,69021497,2025-12-26
CLI1395,RG1395,69928296,2024-01-21
CLI1396,RG1396,65495867,2019-10-16
CLI1397,RG1397,15521737,2023-01-08
CLI1398,RG1398,60242229,2024-04-15
CLI1399,RG1399,54866609,2024-04-02
CLI1400,RG1400,44057736,2025-08-03
CLI1401,RG1401,73796343,2018-03-28
CLI1402,RG1402,72712681,2023-10-28
CLI1403,RG1403,20204755,2022-07-11
CLI1404,RG1404,14337677,2024-09-28
CLI1405,RG1405,77946468,2021-02-01
CLI1406,RG1406,54765932,2023-01-04
CLI1407,RG1407,27466246,2019-02-23
CLI1408,RG1408,72601168,2021-02-23
CLI1409,RG1409,51294087,2023-02-28
CLI1410,RG1410,89399096,2025-05-14
CLI1411,RG1411,52719028,2023-05-21
CLI1412,RG1412,51126010,2022-09-07
CLI1413,RG1413,75345348,2024-02-11
CLI1414,RG1414,29765067,2025-12-13
CLI1415,RG1415,90584175,2023-08-17
CLI1416,RG1416,41228500,2024-04-06
CLI1417,RG1417,12328554,2021-05-26
CLI1418,RG1418,19004041,2020-07-18
CLI1419,RG1419,60478809,2019-03-25
CLI1420,RG1420,84056415,2022-05-11
CLI1421,RG1421,71096872,2020-05-14
CLI1422,RG1422,23839405,2025-10-10
CLI1423,RG1423,21017493,2020-01-10
CLI1424,RG1424,37351825,2025-11-03
CLI1425,RG1425,28972245,2020-07-05
CLI1426,RG1426,20540762,2022-07-31
CLI1427,RG1427,25962162,2023-12-14
CLI1428,RG1428,20197356,2018-08-29
CLI1429,RG1429,60571870,2018-08-20
CLI1430,RG1430,39573433,2021-11-06
CLI1431,RG1431,81520534,2018-11-09
CLI1432,RG1432,31070330,2019-12-12
CLI1433,RG1433,23637172,2021-04-25
CLI1434,RG1434,22170582,2018-06-23
CLI1435,RG1435,96048773,2025-02-13
CLI1436,RG1436,35475774,2020-06-22
CLI1437,RG1437,23396039,2024-03-05
CLI1438,RG1438,71286298,2018-12-03
CLI1439,RG1439,84942046,2023-08-29
CLI1440,RG1440,30495168,2025-07-29
CLI1441,RG1441,61330934,2024-02-25
CLI1442,RG1442,27772406,2024-10-10
CLI1443,RG1443,77572962,2025-07-18
CLI1444,RG1444,97292994,2024-02-06
CLI1445,RG1445,46371670,2020-06-02
CLI1446,RG1446,98858674,2019-11-23
CLI1447,RG1447,37009538,2018-04-07
CLI1448,RG1448,55580382,2020-08-14
CLI1449,RG1449,29427754,2019-03-31
CLI1450,RG1450,78681848,2024-07-14
CLI1451,RG1451,48659554,2024-01-09
CLI1452,RG1452,58132110,2022-03-11
CLI1453,RG1453,91468439,2021-02-14
CLI1454,RG1454,77468091,2024-03-14
CLI1455,RG1455,14734820,2025-04-22
CLI1456,RG1456,79098417,2022-03-13
CLI1457,RG1457,67118764,2023-02-02
CLI1458,RG1458,96859583,2019-08-31
CLI1459,RG1459,61296749,2018-01-28
CLI1460,RG1460,78308735,2020-12-11
CLI1461,RG1461,53305637,2025-12-20
CLI1462,RG1462,71686661,2022-02-06
CLI1463,RG1463,85268530,2025-06-16
CLI1464,RG1464,17555847,2022-10-04
CLI1465,RG1465,11050459,2021-11-23
CLI1466,RG1466,65548895,2018-08-18
CLI1467,RG1467,34906958,2025-07-30
CLI1468,RG1468,39304265,2019-09-02
CLI1469,RG1469,56016286,2019-07-19
CLI1470,RG1470,12479283,2018-07-19
CLI1471,RG1471,47678462,2024-01-10
CLI1472,RG1472,95386415,2020-11-16
CLI1473,RG1473,94356947,2019-06-05
CLI1474,RG1474,21675008,2021-12-15
CLI1475,RG1475,69560834,2022-04-14
CLI1476,RG1476,45999989,2025-07-19
CLI1477,RG1477,96077332,2023-03-22
CLI1478,RG1478,11065188,2022-09-21
CLI1479,RG1479,24798481,2022-06-13
CLI1480,RG1480,95805582,2020-05-20
CLI1481,RG1481,82672212,2019-10-22
CLI1482,RG1482,16552492,2019-08-06
CLI1483,RG1483,46855423,2024-06-17
CLI1484,RG1484,39416977,2024-02-25
CLI1485,RG1485,56428671,2020-04-14
CLI1486,RG1486,30701884,2021-08-04
CLI1487,RG1487,64076401,2022-11-11
CLI1488,RG1488,37677056,2019-09-30
CLI1489,RG1489,56845230,2019-04-23
CLI1490,RG1490,21474449,2021-09-23
CLI1491,RG1491,76723313,2023-06-16
CLI1492,RG1492,34480374,2019-07-12
CLI1493,RG1493,48731392,2022-07-03
CLI1494,RG1494,56089546,2024-06-08
CLI1495,RG1495,59704219,2025-06-13
CLI1496,RG1496,32174293,2024-04-23
CLI1497,RG1497,42821225,2019-06-20
CLI1498,RG1498,60900106,2025-09-01
CLI1499,RG1499,92242860,2023-12-25
CLI1500,RG1500,76119571,2021-08-26
