cliente_id,nome,cpf,dataNascimento,cidade,estado,segmento,dataCadastro
CLI0549,Vanessa Ferreira,549.834.611-88,1967-11-24,Fortaleza,CE,Private,2021-11-25
CLI0550,Vanessa Ribeiro,550.983.879-79,2005-07-14,Curitiba,PR,Premium,2023-03-17
CLI0551,Fernanda Rodrigues,551.801.964-70,2004-08-19,Curitiba,PR,Premium,2019-10-17
CLI0552,Karina Nascimento,552.924.876-68,1963-11-20,Salvador,BA,Varejo,2018-08-03
CLI0553,Rafael Souza,553.172.340-66,1989-03-30,Brasília,DF,Universitário,2020-03-25
CLI0554,Henrique Souza,554.342.855-62,1977-12-09,Curitiba,PR,Universitário,2020-06-22
CLI0555,Igor Carvalho,555.248.321-88,2000-10-26,Rio de Janeiro,RJ,Premium,2022-05-06
CLI0556,Karina Rodrigues,556.132.808-82,1965-05-08,Curitiba,PR,Private,2019-07-14
CLI0557,Nicolas Ferreira,557.878.451-38,1986-06-24,Rio de Janeiro,RJ,Premium,2025-02-26
CLI0558,Carla Carvalho,558.977.634-72,1979-06-02,Campinas,SP,Universitário,2023-03-11
CLI0559,Henrique Costa,559.544.693-38,1973-05-13,Porto Alegre,RS,Varejo,2022-09-08
CLI0560,Nicolas Barbosa,560.503.590-99,1968-10-16,Fortaleza,CE,Universitário,2023-07-22
CLI0561,Gabriela Rodrigues,561.467.402-40,1968-02-21,Curitiba,PR,Varejo,2023-05-20
CLI0562,Otávio Araujo,562.890.241-61,1976-08-04,Fortaleza,CE,Private,2025-01-11
CLI0563,Mariana Costa,563.643.133-47,1998-03-17,Fortaleza,CE,Private,2025-10-30
CLI0564,Vanessa Costa,564.853.156-75,1992-08-27,Curitiba,PR,Varejo,2019-03-31
CLI0565,Lucas Ribeiro,565.279.763-81,1966-01-04,Recife,PE,Premium,2019-07-21
CLI0566,Enzo Pereira,566.428.461-44,2005-03-05,Rio de Janeiro,RJ,Universitário,2021-02-09
CLI0567,Patrícia Barbosa,567.639.949-25,2002-03-07,São Paulo,SP,Private,2023-01-26
CLI0568,Carla Martins,568.283.395-19,1969-10-23,Rio de Janeiro,RJ,Premium,2021-02-04
CLI0569,Helena Almeida,569.633.742-12,1986-04-20,Rio de Janeiro,RJ,Universitário,2025-08-27
CLI0570,Gabriela Oliveira,570.122.992-39,1990-02-18,Salvador,BA,Universitário,2024-06-28
CLI0571,Thiago Barbosa,571.962.661-66,2001-02-01,Salvador,BA,Private,2024-05-12
CLI0572,Patrícia Ribeiro,572.395.888-16,1973-04-22,Belo Horizonte,MG,Private,2021-03-10
CLI0573,Caio Rocha,573.392.286-32,1973-10-08,Fortaleza,CE,Premium,2020-09-01
CLI0574,Felipe Almeida,574.675.824-14,1988-06-07,Campinas,SP,Private,2019-08-29
CLI0575,Daniel Silva,575.514.611-28,2001-02-03,Salvador,BA,Private,2019-10-02
CLI0576,Igor Gomes,576.872.687-95,1973-03-12,Brasília,DF,Universitário,2021-10-19
CLI0577,Bruna Rocha,577.219.415-13,1996-01-12,Rio de Janeiro,RJ,Premium,2023-01-01
CLI0578,Fernanda Lima,578.300.123-20,1999-12-18,Campinas,SP,Varejo,2023-09-28
CLI0579,Juliana Ribeiro,579.507.251-64,1993-02-28,Recife,PE,Universitário,2022-03-08
CLI0580,Gabriela Araujo,580.859.525-66,1985-11-22,Porto Alegre,RS,Premium,2022-10-03
CLI0581,Eduarda Almeida,581.410.586-77,1990-02-02,Recife,PE,Varejo,2024-08-16
CLI0582,Felipe Rocha,582.573.827-82,1972-04-13,Recife,PE,Premium,2020-02-01
CLI0583,Guilherme Gomes,583.954.699-48,2004-04-29,Recife,PE,Universitário,2020-07-08
CLI0584,Aline Gomes,584.527.283-72,1981-12-15,Porto Alegre,RS,Varejo,2019-05-04
CLI0585,Thiago Melo,585.679.546-43,2002-09-15,Porto Alegre,RS,Varejo,2022-03-09
CLI0586,Karina Araujo,586.999.809-27,1992-01-23,Porto Alegre,RS,Premium,2018-08-05
CLI0587,João Gomes,587.642.754-19,1977-05-21,Porto Alegre,RS,Premium,2019-01-23
CLI0588,Isabela Ribeiro,588.198.647-84,1991-07-19,Salvador,BA,Premium,2018-02-22
CLI0589,Nicolas Costa,589.266.204-37,1973-11-12,Belo Horizonte,MG,Premium,2020-02-11
CLI0590,Nicolas Araujo,590.178.219-26,1961-07-23,Brasília,DF,Universitário,2021-11-27
CLI0591,Igor Nascimento,591.635.881-53,1975-06-13,Porto Alegre,RS,Private,2018-04-28
CLI0592,Caio Pereira,592.414.228-36,1971-09-06,Belo Horizonte,MG,Varejo,2022-10-07
CLI0593,Bruno Almeida,593.210.133-94,1965-04-26,Rio de Janeiro,RJ,Universitário,2019-05-03
CLI0594,Juliana Nascimento,594.310.701-35,1976-07-29,Porto Alegre,RS,Private,2018-04-30
CLI0595,Lucas Ferreira,595.975.612-88,1981-09-11,Rio de Janeiro,RJ,Varejo,2019-02-10
CLI0596,Felipe Rocha,596.104.842-22,1979-03-14,Brasília,DF,Universitário,2022-02-10
CLI0597,Guilherme Ribeiro,597.488.534-37,1980-05-31,Campinas,SP,Universitário,2019-04-08
CLI0598,Enzo Ribeiro,598.821.395-81,1963-08-23,Fortaleza,CE,Varejo,2021-09-05
CLI0599,Vanessa Gomes,599.803.961-66,1980-04-06,Fortaleza,CE,Universitário,2021-04-05
CLI0600,Bruna Ribeiro,600.283.113-96,2004-02-09,Rio de Janeiro,RJ,Varejo,2022-06-12
CLI0601,Eduarda Martins,601.510.811-85,1969-02-15,Fortaleza,CE,Premium,2018-09-23
CLI0602,Henrique Carvalho,602.842.611-45,1984-06-27,Curitiba,PR,Universitário,2021-12-29
CLI0603,Rafael Lima,603.250.886-68,1969-09-10,Fortaleza,CE,Varejo,2020-10-23
CLI0604,Patrícia Silva,604.283.491-87,1989-05-01,Belo Horizonte,MG,Premium,2021-05-25
CLI0605,Fernanda Araujo,605.306.400-94,2004-09-01,Campinas,SP,Universitário,2023-08-30
CLI0606,Igor Souza,606.492.560-50,1993-10-05,Brasília,DF,Universitário,2023-02-26
CLI0607,Igor Ferreira,607.603.541-27,1988-01-12,São Paulo,SP,Universitário,2023-06-20
CLI0608,Patrícia Rocha,608.974.260-74,1964-12-31,Fortaleza,CE,Universitário,2020-12-14
CLI0609,Enzo Gomes,609.428.162-13,1964-01-18,Fortaleza,CE,Premium,2022-02-09
CLI0610,Mariana Souza,610.538.453-55,1996-12-15,São Paulo,SP,Private,2018-08-20
CLI0611,Juliana Oliveira,611.989.412-24,1990-04-15,Curitiba,PR,Premium,2018-03-22
CLI0612,Ana Melo,612.702.122-50,1993-11-20,Recife,PE,Universitário,2021-08-13
CLI0613,Caio Almeida,613.444.608-74,1990-06-18,Campinas,SP,Premium,2024-11-23
CLI0614,João Lima,614.148.404-83,1996-01-25,Curitiba,PR,Premium,2025-01-02
CLI0615,Thiago Costa,615.379.168-82,2002-08-21,Rio de Janeiro,RJ,Universitário,2020-05-09
CLI0616,Bruna Rocha,616.420.304-63,1996-02-03,Porto Alegre,RS,Private,2025-01-03
CLI0617,Igor Silva,617.742.820-76,1976-09-25,Brasília,DF,Universitário,2020-05-22
CLI0618,Juliana Dias,618.844.741-17,1977-12-31,Fortaleza,CE,Private,2023-03-10
CLI0619,Nicolas Costa,619.980.950-18,1978-04-06,Belo Horizonte,MG,Universitário,2020-12-29
CLI0620,Henrique Souza,620.253.296-13,1982-01-12,Porto Alegre,RS,Private,2023-03-17
CLI0621,Aline Santos,621.306.263-44,1972-03-28,Fortaleza,CE,Varejo,2020-11-24
CLI0622,Fernanda Silva,622.156.980-20,1988-02-29,Brasília,DF,Private,2018-09-18
CLI0623,Mariana Rodrigues,623.341.214-83,2004-11-17,Recife,PE,Varejo,2023-11-08
CLI0624,Vanessa Souza,624.891.926-50,1989-07-17,Brasília,DF,Universitário,2020-08-24
CLI0625,Gabriela Lima,625.550.518-42,1965-01-06,Recife,PE,Universitário,2023-12-26
CLI0626,Isabela Rodrigues,626.471.586-57,1987-08-25,Salvador,BA,Varejo,2025-03-28
CLI0627,Isabela Rocha,627.493.416-91,1992-07-21,Campinas,SP,Varejo,2023-12-31
CLI0628,João Oliveira,628.942.874-40,1986-09-06,Recife,PE,Premium,2019-10-19
CLI0629,Isabela Oliveira,629.942.898-72,2002-04-06,Fortaleza,CE,Universitário,2021-09-24
CLI0630,Rafael Oliveira,630.460.530-87,1989-04-25,Rio de Janeiro,RJ,Universitário,2025-10-18
CLI0631,Aline Araujo,631.910.756-27,1960-04-10,São Paulo,SP,Universitário,2020-03-30
CLI0632,Helena Nascimento,632.802.520-50,2000-07-03,Rio de Janeiro,RJ,Universitário,2019-07-01
CLI0633,Fernanda Gomes,633.303.186-63,1992-12-23,Porto Alegre,RS,Premium,2022-05-31
CLI0634,Juliana Oliveira,634.573.303-43,1975-02-20,Campinas,SP,Varejo,2022-07-01
CLI0635,Carla Ribeiro,635.274.680-25,1961-04-07,Campinas,SP,Universitário,2023-02-02
CLI0636,João Melo,636.491.233-65,1978-07-15,Curitiba,PR,Premium,2021-03-05
CLI0637,Ana Gomes,637.368.341-89,2000-06-16,Curitiba,PR,Premium,2022-02-23
CLI0638,Caio Martins,638.803.317-59,1997-12-22,Rio de Janeiro,RJ,Private,2018-10-27
CLI0639,Juliana Pereira,639.582.462-87,1964-01-31,Rio de Janeiro,RJ,Varejo,2020-11-04
CLI0640,Thiago Ferreira,640.366.273-74,2004-03-19,Recife,PE,Private,2023-04-02
CLI0641,Eduarda Lima,641.219.420-15,1971-06-22,Belo Horizonte,MG,Universitário,2021-02-24
CLI0642,Vanessa Lima,642.629.420-65,1974-10-20,Porto Alegre,RS,Private,2023-07-06
CLI0643,Gabriela Rodrigues,643.155.335-33,1963-03-21,Belo Horizonte,MG,Universitário,2020-12-01
CLI0644,Bruno Araujo,644.465.826-81,2003-07-13,Rio de Janeiro,RJ,Universitário,2023-07-13
CLI0645,Daniel Ribeiro,645.195.308-46,1976-03-16,Rio de Janeiro,RJ,Premium,2023-09-15
CLI0646,Nicolas Oliveira,646.352.886-73,1968-06-17,Campinas,SP,Private,2018-04-17
CLI0647,Lucas Dias,647.208.957-51,1973-10-17,Porto Alegre,RS,Varejo,2018-11-29
CLI0648,Karina Santos,648.771.737-67,1989-02-23,Fortaleza,CE,Premium,2020-05-15
CLI0649,Karina Santos,649.861.172-80,1994-03-20,São Paulo,SP,Varejo,2022-06-22
CLI0650,Mariana Martins,650.391.762-93,1973-10-29,Recife,PE,Varejo,2021-05-07
CLI0651,Igor Nascimento,651.234.467-95,1968-08-15,Fortaleza,CE,Private,2023-10-01
CLI0652,Carla Carvalho,652.930.477-88,1976-09-19,Recife,PE,Universitário,2025-01-27
CLI0653,Otávio Pereira,653.763.802-29,2004-06-08,Recife,PE,Varejo,2021-04-05
CLI0654,Guilherme Pereira,654.635.537-47,1964-04-12,Fortaleza,CE,Varejo,2018-07-04
CLI0655,Daniel Araujo,655.776.837-82,1982-09-24,Brasília,DF,Private,2020-11-09
CLI0656,Fernanda Ferreira,656.963.502-15,1967-06-22,São Paulo,SP,Universitário,2025-11-25
CLI0657,Vanessa Lima,657.449.992-33,1978-12-08,Porto Alegre,RS,Premium,2018-11-17
CLI0658,Mariana Souza,658.113.275-93,2002-10-21,Rio de Janeiro,RJ,Universitário,2025-10-04
CLI0659,João Nascimento,659.932.731-56,1995-06-09,Recife,PE,Private,2018-12-25
CLI0660,Helena Silva,660.314.592-93,1973-01-08,Rio de Janeiro,RJ,Premium,2022-11-20
CLI0661,Eduarda Melo,661.532.122-24,1974-11-25,Brasília,DF,Premium,2025-11-17
CLI0662,Gabriela Gomes,662.683.949-60,1964-07-26,São Paulo,SP,Private,2018-02-02
CLI0663,Helena Melo,663.854.692-86,1986-02-01,Rio de Janeiro,RJ,Varejo,2023-06-20
CLI0664,Henrique Santos,664.640.119-64,1988-05-02,Campinas,SP,Varejo,2021-01-02
CLI0665,Patrícia Nascimento,665.761.455-67,1999-02-19,Recife,PE,Varejo,2019-10-23
CLI0666,Thiago Costa,666.716.973-94,2002-01-10,Salvador,BA,Premium,2021-04-16
CLI0667,Fernanda Melo,667.918.964-30,1978-08-03,Recife,PE,Private,2025-09-30
CLI0668,Daniel Carvalho,668.605.410-40,1978-10-15,Belo Horizonte,MG,Varejo,2018-03-16
CLI0669,Bruna Ferreira,669.278.947-74,1962-11-13,Salvador,BA,Varejo,2021-10-15
CLI0670,Karina Ribeiro,670.887.147-81,1983-12-31,Rio de Janeiro,RJ,Premium,2025-09-27
CLI0671,Juliana Araujo,671.918.568-24,1969-07-01,Brasília,DF,Varejo,2024-04-22
CLI0672,Felipe Gomes,672.825.552-74,2004-09-17,Rio de Janeiro,RJ,Varejo,2019-09-24
CLI0673,Helena Almeida,673.549.525-10,1982-01-03,Salvador,BA,Universitário,2021-10-30
CLI0674,Aline Pereira,674.255.871-77,1997-10-31,Porto Alegre,RS,Premium,2019-07-20
CLI0675,Helena Barbosa,675.913.798-56,1962-09-02,Recife,PE,Universitário,2019-08-20
CLI0676,Karina Costa,676.511.890-31,1998-12-10,Brasília,DF,Varejo,2022-05-30
CLI0677,Aline Barbosa,677.402.529-61,1987-04-21,São Paulo,SP,Private,2021-11-10
CLI0678,Otávio Almeida,678.657.739-89,1999-09-01,Brasília,DF,Private,2025-04-11
CLI0679,Carla Santos,679.650.442-59,1971-04-21,Recife,PE,Private,2020-05-25
CLI0680,Ana Rocha,680.706.364-40,1987-04-08,Brasília,DF,Universitário,2023-09-01
CLI0681,Aline Barbosa,681.462.226-16,1971-03-11,Rio de Janeiro,RJ,Universitário,2021-05-05
CLI0682,Lucas Gomes,682.391.782-83,1972-07-22,Salvador,BA,Universitário,2023-10-30
CLI0683,Guilherme Ribeiro,683.565.200-28,1998-03-11,Curitiba,PR,Universitário,2018-12-02
CLI0684,Lucas Barbosa,684.512.702-81,1995-06-02,Belo Horizonte,MG,Private,2024-07-21
CLI0685,Débora Carvalho,685.943.266-28,2005-05-17,Fortaleza,CE,Premium,2023-06-09
CLI0686,Caio Almeida,686.566.584-14,1974-01-26,Brasília,DF,Private,2019-05-02
CLI0687,Daniel Ribeiro,687.685.396-15,1973-10-02,Campinas,SP,Varejo,2022-03-02
CLI0688,Fernanda Dias,688.531.149-49,1985-06-07,Porto Alegre,RS,Premium,2020-01-20
CLI0689,Carla Santos,689.527.592-83,1987-10-14,Fortaleza,CE,Universitário,2021-10-15
CLI0690,Enzo Araujo,690.783.559-29,1989-03-05,Campinas,SP,Varejo,2025-01-03
CLI0691,Karina Rocha,691.146.786-66,1984-11-19,Campinas,SP,Varejo,2019-11-10
CLI0692,Gabriela Nascimento,692.654.690-16,1976-12-28,Porto Alegre,RS,Universitário,2023-08-21
CLI0693,Ana Lima,693.905.310-41,1999-11-08,São Paulo,SP,Varejo,2023-12-26
CLI0694,Nicolas Ferreira,694.524.124-77,1988-06-21,São Paulo,SP,Universitário,2020-11-19
CLI0695,João Rodrigues,695.287.361-21,1973-11-01,Rio de Janeiro,RJ,Private,2022-07-27
CLI0696,Mariana Souza,696.427.245-62,1989-01-31,Salvador,BA,Private,2022-03-19
CLI0697,Patrícia Barbosa,697.870.616-59,1970-04-28,Rio de Janeiro,RJ,Private,2018-09-06
CLI0698,Juliana Silva,698.375.667-85,1969-02-08,Rio de Janeiro,RJ,Premium,2024-03-22
CLI0699,Carla Barbosa,699.308.901-28,1993-06-28,Belo Horizonte,MG,Premium,2020-10-01
CLI0700,Guilherme Nascimento,700.396.768-31,1960-01-18,Brasília,DF,Varejo,2023-05-30
CLI0701,Guilherme Almeida,701.699.960-75,1985-03-28,Porto Alegre,RS,Varejo,2019-10-24
CLI0702,Débora Rocha,702.386.999-65,1978-12-01,Porto Alegre,RS,Private,2025-08-25
CLI0703,Henrique Costa,703.449.315-68,1989-06-19,Salvador,BA,Varejo,2025-10-04
CLI0704,Nicolas Rocha,704.813.820-72,1995-03-28,Campinas,SP,Varejo,2025-04-12
CLI0705,Lucas Martins,705.947.715-55,1994-09-12,Rio de Janeiro,RJ,Premium,2025-10-26
CLI0706,Ana Pereira,706.860.120-45,1992-02-07,Salvador,BA,Premium,2019-01-04
CLI0707,Patrícia Ribeiro,707.137.387-73,1978-10-04,Campinas,SP,Varejo,2020-03-14
CLI0708,Felipe Rocha,708.298.775-82,1975-09-30,Rio de Janeiro,RJ,Varejo,2024-08-06
CLI0709,Juliana Dias,709.976.333-76,1984-08-11,Belo Horizonte,MG,Premium,2025-08-09
CLI0710,Ana Carvalho,710.756.789-93,1964-08-26,Brasília,DF,Private,2022-11-07
CLI0711,Patrícia Ribeiro,711.629.877-15,1980-02-22,Recife,PE,Varejo,2021-02-12
CLI0712,Carla Dias,712.927.125-38,1998-01-08,Salvador,BA,Varejo,2020-10-20
CLI0713,Aline Souza,713.128.591-65,1962-02-26,Curitiba,PR,Private,2020-10-22
CLI0714,Rafael Pereira,714.174.894-86,1999-05-05,Salvador,BA,Varejo,2025-01-05
CLI0715,Juliana Santos,715.486.420-98,1965-10-31,Fortaleza,CE,Premium,2018-09-11
CLI0716,Daniel Santos,716.672.153-47,1994-03-22,Porto Alegre,RS,Universitário,2019-01-28
CLI0717,Helena Nascimento,717.906.775-89,1960-12-13,Campinas,SP,Universitário,2022-04-22
CLI0718,Otávio Barbosa,718.436.701-34,1969-09-09,Campinas,SP,Varejo,2018-02-20
CLI0719,Igor Dias,719.229.752-75,1982-12-28,Campinas,SP,Private,2022-09-21
CLI0720,Eduarda Gomes,720.698.546-75,1992-02-04,Belo Horizonte,MG,Private,2024-07-18
CLI0721,Patrícia Gomes,721.717.451-47,1993-02-01,Brasília,DF,Varejo,2023-10-22
CLI0722,Nicolas Ribeiro,722.300.305-91,1978-01-20,São Paulo,SP,Varejo,2021-10-30
CLI0723,Helena Dias,723.679.443-88,1986-11-18,Curitiba,PR,Universitário,2021-09-08
CLI0724,Caio Pereira,724.577.738-37,1981-06-11,São Paulo,SP,Universitário,2021-09-19
CLI0725,Lucas Silva,725.175.466-13,1970-05-02,Recife,PE,Premium,2021-04-05
CLI0726,Gabriela Gomes,726.278.324-43,1975-08-20,Salvador,BA,Private,2024-03-21
CLI0727,Guilherme Lima,727.203.121-96,1972-04-24,Curitiba,PR,Universitário,2025-05-06
CLI0728,Fernanda Ribeiro,728.776.275-77,1998-11-29,Curitiba,PR,Varejo,2019-05-01
CLI0729,Fernanda Almeida,729.296.645-58,1993-07-29,Belo Horizonte,MG,Private,2024-09-21
CLI0730,Helena Rocha,730.401.908-29,1989-05-25,São Paulo,SP,Premium,2018-08-07
CLI0731,Gabriela Oliveira,731.903.581-94,1965-10-26,Porto Alegre,RS,Premium,2023-09-15
CLI0732,Felipe Costa,732.829.482-77,2003-05-11,Brasília,DF,Universitário,2023-04-25
CLI0733,Gabriela Pereira,733.307.562-40,1995-07-08,Porto Alegre,RS,Premium,2021-06-07
CLI0734,Isabela Rocha,734.186.237-20,1986-06-21,Belo Horizonte,MG,Universitário,2023-10-27
CLI0735,Rafael Nascimento,735.444.536-67,2001-12-11,Salvador,BA,Universitário,2022-08-03
CLI0736,Henrique Lima,736.760.177-55,1967-05-24,Porto Alegre,RS,Private,2023-08-18
CLI0737,Juliana Pereira,737.200.221-19,1992-04-26,Brasília,DF,Varejo,2024-02-15
CLI0738,Caio Nascimento,738.241.975-79,1983-06-05,Salvador,BA,Varejo,2021-05-11
CLI0739,Mariana Dias,739.875.771-11,2002-05-06,Porto Alegre,RS,Premium,2022-06-17
CLI0740,Débora Araujo,740.448.910-20,1988-02-01,Curitiba,PR,Premium,2022-10-23
CLI0741,Lucas Rodrigues,741.691.994-26,1987-05-31,Recife,PE,Varejo,2023-08-10
CLI0742,Enzo Rocha,742.406.433-85,1962-01-31,Salvador,BA,Varejo,2019-07-24
CLI0743,Thiago Nascimento,743.722.687-60,1994-03-18,Belo Horizonte,MG,Premium,2022-05-20
CLI0744,Aline Gomes,744.195.275-23,1975-12-08,Fortaleza,CE,Varejo,2025-09-23
CLI0745,Carla Martins,745.390.310-39,1986-02-11,Campinas,SP,Varejo,2023-02-06
CLI0746,Felipe Souza,746.232.649-63,2002-11-27,Belo Horizonte,MG,Varejo,2022-05-13
CLI0747,Nicolas Melo,747.262.718-83,1987-11-03,Curitiba,PR,Premium,2023-08-21
CLI0748,Carla Martins,748.719.926-41,1989-07-04,Curitiba,PR,Universitário,2023-02-28
CLI0749,Aline Araujo,749.455.817-48,1995-02-01,Fortaleza,CE,Premium,2022-08-28
CLI0750,Mariana Santos,750.345.991-30,1984-07-24,Recife,PE,Private,2025-06-23
CLI0751,Nicolas Rocha,751.224.477-19,1969-06-09,Rio de Janeiro,RJ,Private,2022-08-07
CLI0752,Aline Araujo,752.490.451-61,1977-06-10,Brasília,DF,Universitário,2018-06-04
CLI0753,Bruna Araujo,753.596.572-18,1967-05-28,São Paulo,SP,Premium,2022-11-28
CLI0754,Felipe Gomes,754.227.647-60,1975-02-10,Belo Horizonte,MG,Varejo,2025-07-13
CLI0755,Lucas Ferreira,755.321.831-14,1979-05-24,São Paulo,SP,Universitário,2025-10-24
CLI0756,Caio Gomes,756.554.153-86,1960-06-01,Brasília,DF,Varejo,2022-03-26
CLI0757,Juliana Pereira,757.304.193-12,1997-10-30,Curitiba,PR,Varejo,2018-03-01
CLI0758,Débora Ferreira,758.145.525-75,1969-08-29,Rio de Janeiro,RJ,Private,2021-08-14
CLI0759,Juliana Rocha,759.504.538-25,1980-11-06,Brasília,DF,Premium,2019-03-10
CLI0760,Gabriela Araujo,760.325.167-94,1984-12-24,Recife,PE,Private,2018-06-29
CLI0761,João Nascimento,761.611.204-78,1975-05-20,Rio de Janeiro,RJ,Private,2019-01-24
CLI0762,Felipe Costa,762.971.782-71,1966-01-21,Recife,PE,Private,2018-03-14
CLI0763,Mariana Barbosa,763.755.859-39,2005-03-01,Campinas,SP,Varejo,2020-08-10
CLI0764,Vanessa Oliveira,764.161.240-57,2004-09-28,Rio de Janeiro,RJ,Private,2020-04-07
CLI0765,Juliana Nascimento,765.554.856-52,1972-01-17,Belo Horizonte,MG,Private,2021-07-24
CLI0766,Aline Gomes,766.868.124-39,1989-09-20,Brasília,DF,Private,2020-09-19
CLI0767,Vanessa Martins,767.633.429-33,1999-09-08,Curitiba,PR,Varejo,2018-09-22
CLI0768,Eduarda Oliveira,768.277.706-80,1978-05-02,Curitiba,PR,Premium,2023-09-10
CLI0769,Felipe Almeida,769.350.534-32,1982-05-03,Rio de Janeiro,RJ,Private,2021-03-14
CLI0770,Lucas Martins,770.486.271-70,1999-08-07,Curitiba,PR,Universitário,2023-09-01
CLI0771,Ana Martins,771.537.974-20,1986-12-07,Campinas,SP,Premium,2024-03-14
CLI0772,Sabrina Nascimento,772.592.173-52,1972-04-04,Fortaleza,CE,Universitário,2020-03-12
CLI0773,Ana Barbosa,773.847.842-57,2004-02-02,Belo Horizonte,MG,Universitário,2022-08-31
CLI0774,Nicolas Santos,774.227.494-82,1974-07-26,Salvador,BA,Premium,2022-11-23
CLI0775,Rafael Melo,775.750.805-57,1965-03-05,Porto Alegre,RS,Universitário,2022-10-03
CLI0776,Aline Silva,776.814.781-92,1973-04-07,São Paulo,SP,Private,2024-10-15
CLI0777,Isabela Pereira,777.716.692-94,1974-06-25,Fortaleza,CE,Varejo,2019-04-24
CLI0778,Rafael Almeida,778.997.533-31,1998-04-18,Recife,PE,Private,2025-10-04
CLI0779,Thiago Gomes,779.851.521-21,1969-10-20,Porto Alegre,RS,Private,2019-08-08
CLI0780,Guilherme Melo,780.101.199-18,1997-06-26,Recife,PE,Universitário,2025-05-04
CLI0781,Lucas Ferreira,781.820.237-35,2003-08-23,Porto Alegre,RS,Premium,2023-08-21
CLI0782,Fernanda Almeida,782.365.992-62,1999-07-16,Curitiba,PR,Varejo,2025-02-19
CLI0783,Daniel Lima,783.165.450-13,1981-01-23,Belo Horizonte,MG,Universitário,2023-06-11
CLI0784,Daniel Almeida,784.634.910-10,1993-09-13,São Paulo,SP,Private,2023-06-14
CLI0785,Karina Ribeiro,785.798.451-50,1981-06-30,Fortaleza,CE,Private,2025-06-17
CLI0786,Ana Araujo,786.991.815-61,1972-06-16,Salvador,BA,Varejo,2024-10-01
CLI0787,Caio Pereira,787.477.562-89,2002-08-19,Rio de Janeiro,RJ,Universitário,2025-05-28
CLI0788,Fernanda Costa,788.794.554-39,2003-06-21,Salvador,BA,Universitário,2024-11-14
CLI0789,Débora Martins,789.400.721-34,1972-11-04,Rio de Janeiro,RJ,Varejo,2019-06-08
CLI0790,Felipe Araujo,790.218.593-94,1981-08-11,Brasília,DF,Premium,2020-05-16
CLI0791,Daniel Carvalho,791.832.129-30,1989-04-16,Belo Horizonte,MG,Universitário,2021-02-22
CLI0792,Bruna Rodrigues,792.647.748-72,1968-02-11,Fortaleza,CE,Private,2020-07-05
CLI0793,Aline Costa,793.486.834-58,1999-03-15,Campinas,SP,Premium,2020-07-04
CLI0794,Débora Souza,794.686.476-26,1988-02-11,Rio de Janeiro,RJ,Universitário,2024-06-21
CLI0795,Helena Martins,795.533.427-56,1971-05-01,São Paulo,SP,Premium,2019-03-13
CLI0796,Patrícia Araujo,796.250.715-46,1973-01-31,Fortaleza,CE,Varejo,2024-09-19
CLI0797,Helena Dias,797.589.746-37,2004-05-29,Salvador,BA,Private,2025-11-24
CLI0798,Caio Santos,798.986.894-32,2003-09-26,Salvador,BA,Universitário,2021-05-10
CLI0799,Karina Carvalho,799.794.584-54,1995-02-10,Belo Horizonte,MG,Universitário,2018-10-22
CLI0800,Daniel Rodrigues,800.431.870-84,1964-11-08,Curitiba,PR,Private,2023-02-18
CLI0801,João Rodrigues,801.314.323-35,1960-10-26,Belo Horizonte,MG,Private,2024-06-15
CLI0802,Juliana Santos,802.198.464-70,1976-02-12,Belo Horizonte,MG,Varejo,2019-04-26
CLI0803,Eduarda Martins,803.350.134-25,1981-08-10,Brasília,DF,Universitário,2023-06-25
CLI0804,Enzo Araujo,804.985.937-93,1994-04-12,Belo Horizonte,MG,Private,2025-02-03
CLI0805,Carla Souza,805.600.756-95,2005-09-24,Fortaleza,CE,Premium,2018-04-05
CLI0806,Mariana Melo,806.760.819-65,1986-10-07,Fortaleza,CE,Premium,2019-02-12
CLI0807,Mariana Silva,807.503.669-78,2003-10-31,Salvador,BA,Varejo,2023-10-27
CLI0808,Bruna Souza,808.285.982-86,1976-02-22,Rio de Janeiro,RJ,Varejo,2024-03-22
CLI0809,Bruno Rodrigues,809.688.311-93,1974-06-18,Fortaleza,CE,Varejo,2024-04-22
CLI0810,Lucas Rocha,810.275.533-94,1960-01-03,Rio de Janeiro,RJ,Premium,2021-05-16
CLI0811,Bruna Rocha,811.555.243-83,2003-12-31,São Paulo,SP,Private,2023-11-11
CLI0812,Bruna Santos,812.342.137-34,1972-09-16,Campinas,SP,Private,2020-05-31
CLI0813,Isabela Rodrigues,813.846.737-64,1966-09-02,Belo Horizonte,MG,Private,2020-12-03
CLI0814,Caio Rodrigues,814.648.308-19,1984-03-02,Recife,PE,Premium,2022-03-05
CLI0815,Nicolas Rodrigues,815.423.906-65,1993-12-30,Campinas,SP,Varejo,2024-10-08
CLI0816,Carla Costa,816.755.191-56,1989-12-02,Brasília,DF,Private,2019-08-23
CLI0817,Henrique Martins,817.207.901-25,1975-10-07,Curitiba,PR,Private,2024-08-08
CLI0818,Sabrina Lima,818.722.201-16,1975-04-27,Brasília,DF,Private,2022-05-15
CLI0819,Patrícia Dias,819.230.365-11,1973-12-13,Belo Horizonte,MG,Premium,2019-08-08
CLI0820,Caio Pereira,820.794.723-63,2001-01-25,São Paulo,SP,Premium,2022-12-03
CLI0821,Isabela Carvalho,821.633.835-39,1987-05-19,Salvador,BA,Varejo,2021-06-05
